,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
3844,40375,US,"This family-owned winery comes out swinging with this blend of 81% Zinfandel backed by bits of Grenache, Petite Sirah and Syrah, casting aromas of boysenberry, cola and freshly cut grilled rib eye. On the palate, it's smooth and evenly balanced with blackberry pie, vanilla and milk chocolate, offering the perfect partner for barbecued ribs and flame-broiled steak.",,91,52.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Proulx 2011 Zinfandel (Paso Robles),Zinfandel,Proulx
3845,125957,US,"Fresh pressed blackberry and boysenberry scents meet wet clay and gravel on the nose of this bottling from one of Paso Robles' cooler corners. Vibrant acidity shows on the palate, with light tannins that frame its plump berry and graphite flavors.",Third Blue Hour,90,62.0,California,Templeton Gap District,Central Coast,Matt Kettmann,@mattkettmann,Four Lanterns 2014 Third Blue Hour Cabernet Sauvignon (Templeton Gap District),Cabernet Sauvignon,Four Lanterns
3846,766,Australia,"Light, fresh and silky—just what might be expected from cool-climate Pinot Noir. A pleasant earthiness underscores prettily interwoven strands of herbs and cherries. It's exciting to see the burgeoning quality of the wines coming out of Tasmania.",,87,18.0,Tasmania,Tasmania,,Joe Czerwinski,@JoeCz,42°S 2008 Pinot Noir (Tasmania),Pinot Noir,42°S
3847,106936,US,"This is tart to the point of being outright sour, with flavors of lemon, green banana, and a hint of cracker. Overall the wine just does not come together. Two bottles tasted.",,83,20.0,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Anne Amie 2011 Pinot Blanc (Chehalem Mountains),Pinot Blanc,Anne Amie
3848,35376,Australia,"A consistent performer, Yalumba's Hand Picked Shiraz-Viognier seems slightly bigger and chunkier in 2008 than in the past, with bold fruit—blueberries and blackberries—accented by hints of mint. Expect some savory notes to develop over the next couple of years in bottle.",Hand Picked,92,31.0,South Australia,Barossa,,Joe Czerwinski,@JoeCz,Yalumba 2008 Hand Picked Shiraz-Viognier (Barossa),Shiraz-Viognier,Yalumba
3849,66256,France,"This ripe Chardonnay has a significant amount of reserve wine from older vintages in the blend. It is on the dry side of Brut, with a mineral, steely texture. That is balanced by the maturity of this bottling, giving hints of toast and ripe, sliced apple flavors.",Blanc de Blancs Brut,91,40.0,Champagne,Champagne,,Roger Voss,@vossroger,Vollereaux NV Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Vollereaux
3850,12782,Spain,"Dry and smooth, with balsam and cedar aromas wrapped around controlled fruit scents and toast. The wine is ripe and balanced, with hickory flavors adding a barbecued angle to the steady palate. Firm, structured and tasting of clove and woodspice on the finish. Drink now through 2011.",Crianza,90,19.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Solabal 2006 Crianza  (Rioja),Tempranillo Blend,Solabal
3851,58395,US,"This vineyard from the Santa Margarita Ranch at the southern end of the appellation produces a wine with blackberry, mint, slate and barrel smoke on the nose. The flavors aren't quite as dynamic, but still present cocoa, berry, beet juice and strongly mouth-coating tannins.",,85,17.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Ancient Peaks 2012 Merlot (Paso Robles),Merlot,Ancient Peaks
3852,27377,Australia,"A sweet attack of ripe fruit is the opener for a crisp palate of raspberry jam, set in a bed of soft tannins. Juicy and extracted, this is one to catch young.",,85,12.0,Australia Other,South Eastern Australia,,,,Angus The Bull 2008 Cabernet Sauvignon (South Eastern Australia),Cabernet Sauvignon,Angus The Bull
3853,43448,Turkey,"Cherry and flint, with accents of clove, set the stage for the bouquet. Flavors of black cherry, blueberry and anise are enlivened by a hint of salinity. This is an easy-drinking wine, with a burst of spice on the finish.",Mahra Kalecik Karasi-Syrah,87,23.0,Turkey,,,Mike DeSimone,@worldwineguys,Yazgan 2013 Mahra Kalecik Karasi-Syrah Red (Turkey),Red Blend,Yazgan
3854,10051,France,"This single-vineyard wine, rounded and rich, is smooth, spicy and full of quince and lychee flavors that are developing well. Concentrated and dense, it will be best in late 2014.",Schofweg,89,35.0,Alsace,Alsace,,Roger Voss,@vossroger,Gustave Lorentz 2011 Schofweg Pinot Gris (Alsace),Pinot Gris,Gustave Lorentz
3855,39361,Uruguay,"Cherry and berry aromas are ripe, healthy and aided by peppery notes and char. This is a nonvintage blend of Tannat and Cab Franc from the southwestern Carmelo district. It's flush and thorough in feel, with dark plum, berry and spice flavors. A warm finish with spicy oak and cocoa notes is smooth and attractive; drink through 2020.",Blend 002 Limited Edition,91,22.0,Uruguay,,,Michael Schachner,@wineschach,Narbona NV Blend 002 Limited Edition Tannat-Cabernet Franc (Uruguay),Tannat-Cabernet Franc,Narbona
3856,69416,US,"Ripeness and richness reign over this full-bodied, almost-sweet wine. Oaky, maple-syrup aromas and lots of black cherry and boysenberry flavors partner with a smooth, posh texture. Think of it almost like a Port, but drier and not quite so high in alcohol.",,87,15.0,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Zinsane 2013 Zinfandel (Lodi),Zinfandel,Zinsane
3857,29126,Italy,"Dark berry, tilled earth and gamey aromas lift out of the glass. The firm palate offers black cherry, chocolate, peppermint and oak alongside tightly packed tannins that leave an astringent finish. Drink after 2018.",Bricco Rocca,89,50.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Olivero 2011 Bricco Rocca  (Barolo),Nebbiolo,Olivero
3858,117844,Italy,"A rich, ripe expression of one of Italy's iconic wines, this displays the heat of the 2011 vintage. It opens with aromas of red currants, tobacco, oak and exotic spice while the full-bodied palate delivers dried black cherries, blueberry extract, licorice and black pepper. Densely concentrated and tightly packed with assertive but fine-grained tannins, you'll need to give this time to unwind. Drink 2017–2026.",,94,625.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Masseto 2011 Merlot (Toscana),Merlot,Masseto
3859,26448,US,"This calmly seductive wine has a deep, dark color, absolutely gorgeous fruit, wood smoke and baking spice aromas and a gentle texture that lets all the berry, black-cherry and pomegranate flavors soak into the taste buds. While quite full-bodied, it's easy on the tongue but does have an extra fine-grained wrapping of tannin to keep it firm. Best from 2020 through 2030.",Blueline Estate,94,125.0,California,Napa Valley,Napa,Jim Gordon,@gordone_cellars,Hourglass 2013 Blueline Estate Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hourglass
3860,40427,France,"Bright and fruity, this Chardonnay has citrus and peach flavors, with notes of almond, vanilla and spice that reflect the wood aging and make this a wine that's crisp and rich. It has a strong texture, and it needs 4–5 years for its complexities to fully evolve.",Les Chênevottes Premier Cru,92,,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Maison Champy 2010 Les Chênevottes Premier Cru  (Chassagne-Montrachet),Chardonnay,Maison Champy
3861,54942,Chile,"As per usual, Don Melchor is singing a pretty tune. Deep, dense aromas of floral berry fruits and tarry darkness are solid and complete. Pure, elegant and confident across the palate, this delivers firm cassis, plum and cherry flavors backed by a toasty finish accented by licorice. This is rich and brawny but not heavy; drink through 2023.",Don Melchor Puente Alto Vineyard,93,125.0,Puente Alto,,,Michael Schachner,@wineschach,Concha y Toro 2011 Don Melchor Puente Alto Vineyard Cabernet Sauvignon (Puente Alto),Cabernet Sauvignon,Concha y Toro
3862,72942,Italy,"Enticing aromas of tropical fruit, elderflower, tomato leaf and a whiff of hay lead the nose on this full-bodied white. The savory palate offers juicy honeydew melon, creamy white peach, passion fruit, chopped herb and mineral. Fresh acidity brightens the rich flavors.",De La Tour,91,53.0,Northeastern Italy,Collio,,Kerin O’Keefe,@kerinokeefe,Villa Russiz 2013 De La Tour Sauvignon (Collio),Sauvignon,Villa Russiz
3863,48783,Italy,"The nose isn't very expressive but it eventually reveals delicate whiffs of white spring flower and green apple that carry over to the palate along with a hint of citrus. Racy acidity gives it a crisp, clean finish.",,86,28.0,Northeastern Italy,Collio,,Kerin O’Keefe,@kerinokeefe,Subida di Monte 2014 Pinot Grigio (Collio),Pinot Grigio,Subida di Monte
3864,17639,South Africa,"White melon rind and key lime citrus abound in the bouquet of this intricate white blend made from 40% Rhine Riesling, 33% Viognier, 13% Sauvignon Blanc, 11% Chenin Blanc and 3% Chardonnay. The mouth is ripe and full of tropical fruit flavors, with sweet but zippy pineapple acidity lingering after swallow.",Blanc de Mer,87,19.0,Western Cape,,,Lauren Buzzeo,@laurbuzz,Bouchard Finlayson 2010 Blanc de Mer White (Western Cape),White Blend,Bouchard Finlayson
3865,13771,Chile,"Dilute, tropical aromas of banana and salami are not inviting. This has a creamy, yeasty mouthfeel and bland flavors of papaya and hot dog, with a yeasty theme on the finish.",Crucero Collection,82,13.0,Colchagua Valley,,,Michael Schachner,@wineschach,Siegel 2014 Crucero Collection Chardonnay (Colchagua Valley),Chardonnay,Siegel
3866,61865,France,"Ripe and fruity, this red-berry flavored wine has good acidity and a crisp, bright texture. The tannins are now well integrated into the fruit, giving a structured, yet fresh, aftertaste. Drink now. In the Chéty family for eight generations, the vineyards were changed to organic in 2011 by sons Olivier and Emmanuel (enologist), who also made major renovations to the winery.",,87,15.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château du Grand Pierre 2012  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château du Grand Pierre
3867,66642,US,"Pure fruit flavors and zesty acidity mark this wine. It's rich and ripe in orange, apricot and papaya flavors, with little or no oak influence.",,86,27.0,California,Carneros,Napa-Sonoma,,,Peter Cellars 2012 Chardonnay (Carneros),Chardonnay,Peter Cellars
3868,75566,US,"This is an affordable, well-made wine that offers classical aromas and flavors of cassis, bing cherry, spearmint and pencil lead, all within a context of full-bodied ripeness and soft, juicy texture.",Mohrhardt Ridge Vineyard,88,30.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Wellington 2012 Mohrhardt Ridge Vineyard Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Wellington
3869,75389,US,"Ripe and tropical on the nose, this off-dry wine is chock-full of fleshy cantaloupe and nectarine flavors, balanced by nervy acidity and bitter tea-leaf notes. Full bodied and a tad blowsy, this finishes long on a floral note.",,87,17.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Keuka Spring 2010 Gewürztraminer (Finger Lakes),Gewürztraminer,Keuka Spring
3870,99696,France,"A creamy, soft wine with a dosage that puts it on the sweeter end of Brut, this attractive Champagne is ready to drink. It offers good balance between acidity and the green-plum fruits. The aftertaste keeps up the soft theme of the wine.",Tsarine Cuvée Premium Brut,86,50.0,Champagne,Champagne,,Roger Voss,@vossroger,Chanoine NV Tsarine Cuvée Premium Brut  (Champagne),Champagne Blend,Chanoine
3871,78021,US,"Smoky bacon and black pepper layer over generous yet smooth tannins, making for a somewhat didactic, intriguing wine, 100% varietal and aged almost a year in once-used French oak. Medium-bodied with an elegance of texture, it cries to be paired with meat.",Three Creeks Vineyard,91,28.0,California,Bennett Valley,Sonoma,Virginie Boone,@vboone,Waxwing 2014 Three Creeks Vineyard Syrah (Bennett Valley),Syrah,Waxwing
3872,41671,US,"This elegant yet fun Pinot Noir-based rosé is characterized by a voluptuous body, a supple frame on which to affix the typically pleasing rosé scents and flavors of bubblegum and wild strawberry. The finish lingers, with sour apple warmth that recalls the last lick of a Jolly Rancher candy.",,90,18.0,California,Monterey County,Central Coast,Matt Kettmann,@mattkettmann,Scratch 2013 Rosé (Monterey County),Rosé,Scratch
3873,128646,US,"Aromas of fresh raspberries, flowers and dried herbs are followed by full-bodied, succulent red-fruit flavors. It shows a pleasing sense of purity and elegance to the jammy fruit flavors.",,91,20.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Idilico 2013 Garnacha (Yakima Valley),Garnacha,Idilico
3874,39815,Chile,"Herbal, olive-infused aromas of berry fruits and plum are restrained and typical of Chile. This feels round and nonaggressive, while roasted flavors of cassis and plum come with a hint of minty green. On the finish, bell pepper and black pepper flavors are familiar. This blend of Cabernet Sauvignon, Malbec, Carmenère and Cab Franc shows Chilean DNA from nose to finish. Drink through 2017.",Magia Negra Ensamblaje,90,69.0,Maule Valley,,,Michael Schachner,@wineschach,Leyendas de Familia 2009 Magia Negra Ensamblaje Red (Maule Valley),Bordeaux-style Red Blend,Leyendas de Familia
3875,75170,France,"Bright and fruity, this wine has all the richness of whites in this vintage. It has yellow fruits, citrus and a warm, rounded texture. There is just a touch of herbal acidity at the end to keep it fresh.",,86,12.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château de Cranne 2015  Bordeaux Blanc,Bordeaux-style White Blend,Château de Cranne
3876,8387,France,"Ripe and sweet, this wine is full of generous red plums and berries. It is immediately attractive with its spice, structure and tannins playing a supporting role to the almost jammy fruit. Acidity at the end adds some attractive freshness to this ripe wine. Drink from 2020",La Montagne,92,50.0,Burgundy,Marsannay,,Roger Voss,@vossroger,Domaine Huguenot 2014 La Montagne  (Marsannay),Pinot Noir,Domaine Huguenot
3877,73891,Argentina,"Hits the stage with lemon-lime, melon and flowery aromas that are followed by a crisp mouth with jousting acids, lime and tangerine flavors, and finally a crystal-clear finish with zest and length. Very nice for this variety; drink right away.",Reserve,88,11.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Trivento 2010 Reserve Torrontés (Mendoza),Torrontés,Trivento
3878,101149,Austria,"This is a rich Riesling, with soft apple and creamed-pear flavor as well as perfumed notes of white flower and white currant. The wine has a dense texture, giving both concentration and a mineral core. Screwcap.",Lenz,91,20.0,Kamptal,,,Roger Voss,@vossroger,Loimer 2011 Lenz Riesling (Kamptal),Riesling,Loimer
3879,87706,US,"This is a voluptuously layered, slightly green wine, more fruity than subtle, with highlights of melon, stone fruit and vanilla wafer. Easy to enjoy and nicely priced, it's a perfect picnic choice.",Reserve,86,15.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Angeline 2015 Reserve Sauvignon Blanc (Sonoma County),Sauvignon Blanc,Angeline
3880,10992,Hungary,"This dry white has apricot, peach and white floral scents and lemon curd and orange zest flavors. It's well balanced, with a creamy finish.",Somlói,90,26.0,Hungary,,,Jeff Jenssen,@worldwineguys,Apátsági 2013 Somlói Hárslevelü (Hungary),Hárslevelü,Apátsági
3881,38131,US,"Low-yielding vines cropped down to 1.5 tons/acre contribute to the length and power of this tart, lip-smacking Pinot Gris. There's a delicious mineral underpinning to the subtle flavor mix of Asian pear, apple and lemon. A nice hint of tarragon also comes into focus.",Tikka's Run,89,19.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Lemelson 2012 Tikka's Run Pinot Gris (Willamette Valley),Pinot Gris,Lemelson
3882,118358,France,"Crisp, attractive fruit flavors produce a wine that is bright, light, open. There's a good tang of lemon zest accompanying the acidity that comes from the green fruit flavor. Ready to drink.",,86,,Alsace,Alsace,,Roger Voss,@vossroger,Dopff Au Moulin 2011 Pinot Blanc (Alsace),Pinot Blanc,Dopff Au Moulin
3883,39348,Spain,"On the nose, this aging Chardonnay brings corn to mind. Its palate is neither exciting nor flawed, with melon and stone fruit flavors that are yeasty and short, finishing on a bready and slightly oxidized note. Not a great value for its price.",Milmanda,87,65.0,Catalonia,Conca de Barberà,,Michael Schachner,@wineschach,Torres 2013 Milmanda Chardonnay (Conca de Barberà),Chardonnay,Torres
3884,10363,US,"This wine is two-thirds Merlot, with the balance Cabernet Sauvignon and Cabernet Franc. Mesquite, dark cherry, vanilla, herb and spice aromas lead to tart, tingly flavors with bunched up tannins.",Blend X,87,40.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Burnt Bridge 2013 Blend X Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Burnt Bridge
3885,67069,France,"Very perfumed wine, just on the right side of green. The tobacco and dried fruit flavors cut through with intense acidity, breaking out of the dry tannic core.",,87,15.0,Loire Valley,Chinon,,Roger Voss,@vossroger,Domaine du Grand Bouqueteau 2008  Chinon,Cabernet Franc,Domaine du Grand Bouqueteau
3886,111906,US,"A blend of fruit from Sea Shell and Shoemaker vineyards on Paso's Eastside, this blends black cherry aromas with pungent cigar box and toasted sage. It's lively on the palate, with acidic flare and a nice tannic structure. The red fruit and dark spice flavors culminate in an uplifting, anise-flecked finish.",The Jetty,88,21.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Pali 2012 The Jetty Red (Paso Robles),Rhône-style Red Blend,Pali
3887,40146,US,"This vineyard selection captures the defining character of this tiny AVA—an underlying streak of gun metal, and an overall austerity that belies the complexity and subtle length of the wine. Tart cranberry fruit brings supporting acidity, and the wine rewards your attention with extra length and detail. Drink 2018 to 2028.",Meredith Mitchell Vineyard,91,45.0,Oregon,McMinnville,Willamette Valley,Paul Gregutt,@paulgwine ,Raptor Ridge 2014 Meredith Mitchell Vineyard Pinot Noir (McMinnville),Pinot Noir,Raptor Ridge
3888,40085,France,"This is a very fine ripe wine. It has a steely character that comes from the limestone, clay and stony soil. Along with a pure line of acidity and green herb flavors, the white fruits have found their tangy place. Drink this delicious wine from 2018.",Cuvée Marnes et Caillottes,90,28.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Jean-Max Roger 2015 Cuvée Marnes et Caillottes  (Sancerre),Sauvignon Blanc,Jean-Max Roger
3889,79995,US,This is a simple North Coast Cabernet with herbal and green olive and pepper tones.,,83,10.0,California,North Coast,North Coast,Virginie Boone,@vboone,Line 39 2011 Cabernet Sauvignon (North Coast),Cabernet Sauvignon,Line 39
3890,78863,US,"Tough in tannins and soft in acids, this Malbec has a syrupy texture. The flavors of blackberries and currants have a raisiny, Porty edge.",Ryland,82,24.0,California,Contra Costa County,Central Coast,,,Cana 2007 Ryland Malbec (Contra Costa County),Malbec,Cana
3891,59135,Spain,"Fiery berry and cherry aromas emerge with a hint of milk chocolate. This wine feels high in acidity, with raspberry, tart red plum and spice flavors that finish with citrusy snap and grittiness.",Bordón Reserva,85,15.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Bodegas Franco-Españolas 2007 Bordón Reserva  (Rioja),Tempranillo Blend,Bodegas Franco-Españolas
3892,409,US,"Fresh and delicate with floral and citrus overtones, this wine has an elegant character. Its dry, spicy flavors are subtle and refreshing, giving the wine food pairing flexibility. Ideally, though, think of spicy cuisine like Indian, Thai or Indonesian.",Dry,85,20.0,New York,Finger Lakes,Finger Lakes,Susan Kostrzewa,@suskostrzewa,McGregor 2007 Dry Gewürztraminer (Finger Lakes),Gewürztraminer,McGregor
3893,81509,US,"Apple blossoms and lemon-lime sorbet aromas characterize this easy and relatively simple bottling. Lime pith and crisp apple-juice flavors mark the palate, where a zesty, even juicy acidity lingers long into the finish.",,87,15.0,California,Monterey County,Central Coast,Matt Kettmann,@mattkettmann,Hahn 2015 Pinot Gris (Monterey County),Pinot Gris,Hahn
3894,45929,US,"Cocoa, plum and spice aromas are followed by lush blue-fruit flavors. Vanilla notes are speckled throughout.",,88,25.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Januik 2013 Merlot (Columbia Valley (WA)),Merlot,Januik
3895,59794,Italy,"The complexity starts with dusty mineral tones that slowly segue into perfectly mature blackberry, balsam tones and spicy oak notes at the end. It is that amazing evolution of aromas, which reads like a storybook of Tuscany, that makes this wine a standout.",Gabbro,93,110.0,Tuscany,Toscana,,,,Montepeloso 2003 Gabbro Cabernet Sauvignon (Toscana),Cabernet Sauvignon,Montepeloso
3896,54084,US,"A wine of medium weight and alcohol that tastes bigger on the palate due to the tannins. There's dullness to the fruit, which shows blackberry and cherry amidst a trace of clove before a hint of greenness on the finish.",,84,33.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Billhook 2011 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Billhook
3897,92639,US,"Made from Tempranillo, Cabernet Sauvignon, Syrah and Grenache, this lovely wine proves that unusual blends are Paso Robles's strength. The wine is delicious, with blackberry, cherry, cassis, chocolate, licorice and bacon flavors, wrapped into smooth, gorgeous tannins. High alcohol suggests drinking this wine now for maximum richness.",Praetorian,91,40.0,California,Paso Robles,Central Coast,,,ONX 2010 Praetorian Red (Paso Robles),Red Blend,ONX
3898,5068,Portugal,"There is a strong barnyard aroma here, although the palate is cleaner and more modern. With rich tannins and a dark plum character, it's ripe and structured. There is a strong mineral element, giving the wine power and density. Drink from 2016.",Lello,87,8.0,Douro,,,Roger Voss,@vossroger,Borges 2011 Lello Red (Douro),Portuguese Red,Borges
3899,75471,US,"With fruit sources split between Wallula and Canyon Vineyard Ranch vineyards, this off-dry (3.6 g/L residual sugar), enjoyable Pinot Gris is medium bodied with notes of lime, pineapple and petroleum jelly.",,87,12.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Blue Pirate 2011 Pinot Gris (Columbia Valley (WA)),Pinot Gris,Blue Pirate
3900,99299,US,"A very rich, dramatic, indisputably Napa Cabernet. The fruit is ripe in blackberries and cassis, the tannin structure is vibrant and living, and the oak application is superb. A fashionable Cab that should develop over the next eight years.",,92,65.0,California,Napa Valley,Napa,,,Guarachi Family 2008 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Guarachi Family
3901,5328,US,"At first this comes across as being a bit heavy, yeasty and tight. With time, however, this should be full of bramble-fruit flavors. This is a well-crafted wine, with structure and elegance that should start to show in 3–5 years.",Methode Ancienne,87,30.0,California,El Dorado,Sierra Foothills,Virginie Boone,@vboone,Miraflores 2009 Methode Ancienne Syrah (El Dorado),Syrah,Miraflores
3902,95475,Portugal,"The wine is still young. Made from old vines and produced in a traditional way with indigenous yeasts, it is a wine that needs to age. It has a rich, concentrated fruitiness along with intense acidity and lemon flavor. The wine is ripe and full. Drink from 2017.",Nostalgia,89,23.0,Vinho Verde,,,Roger Voss,@vossroger,Wines & Winemakers 2014 Nostalgia Alvarinho (Vinho Verde),Alvarinho,Wines & Winemakers
3903,7746,US,"Vibrant aromas of lychee, white flowers and spice give way to off-dry fruit flavors, with the concentration seeming a bit light. Still, it delivers a lot of appeal.",Twin Vineyards,88,16.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Pacific Rim 2015 Twin Vineyards Gewürztraminer (Yakima Valley),Gewürztraminer,Pacific Rim
3904,120356,Spain,"Heavy white-fruit aromas have an almost “canned” quality. This is more like citrus juice than defined white wine, with hugely ripe tropical and citrus flavors culminating in creamy weight. This is 80% Godello and 20% Doña Blanca.",Godello-Doña Blanca,84,18.0,Northern Spain,Bierzo,,Michael Schachner,@wineschach,Godelia 2012 Godello-Doña Blanca White (Bierzo),White Blend,Godelia
3905,70169,Croatia,"Dried tobacco leaf, fresh red cherry and a touch of saddle leather adds interest to the fruity flavors of Babic. Medium bodied, with an exciting astringent finish.",Gracin,89,60.0,North Dalmatia,,,Jeff Jenssen,@worldwineguys,Suha Punta 2009 Gracin Babić (North Dalmatia),Babić,Suha Punta
3906,26545,France,"Fresh, fruity and fragrant, this wine has a pure line of acidity and crisp citrus alongside its tangy texture. The tightness shows its aging potential; drink from 2020. Founded in the 13th century by Benedictine monks, Château Carbonnieux is one of the oldest estates in the Bordeaux region. In 1956, Marc Perrin purchased the château and began vineyard and winery renovations that were continued by son Antony. The property is now run by grandsons Eric and Philibert.",,92,42.0,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Carbonnieux 2013  Pessac-Léognan,Bordeaux-style White Blend,Château Carbonnieux
3907,54770,Spain,"This is a dark, fully formed and impressive wine, one that's 70% Tempranillo and the rest Merlot and Cabernet Sauvignon. Aromas of mineral, spice, orange zest, bacon and black plum are integrated and lead to a lively palate with flavors of raspberry, plum and herbal essence. Long and spunky on the finish. Drink now–2017.",Coleccion 125 Reserva,92,47.0,Northern Spain,Navarra,,Michael Schachner,@wineschach,Bodegas Julián Chivite 2006 Coleccion 125 Reserva Red (Navarra),Tempranillo Blend,Bodegas Julián Chivite
3908,38425,Italy,"Made from ungrafted Nerello Mascalese vines planted in 1930, this compelling wine offers intense blackberry, black cherry, tilled soil, blue flower and Mediterranean spice sensations. It's big and powerful, with gripping tannins and layers of depth. Give this time to develop complexity. Drink 2017–2027.",MunJebel Rosso 9 CS,93,64.0,Italy Other,Vino da Tavola,,Kerin O’Keefe,@kerinokeefe,Frank Cornelissen 2012 MunJebel Rosso 9 CS Nerello Mascalese (Vino da Tavola),Nerello Mascalese,Frank Cornelissen
3909,102981,US,"All varietal coming from two blocks of this vineyard, this wine dazzles with its strikingly pure aromas of plum, herbs and spice. The flavors don't disappoint, coating the palate with velvety, restrained, exquisitely balanced fruit flavors that perfectly capture the essence of this variety. For those looking for a primer on Malbec in Washington, look no further.",Stone Tree,93,40.0,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,@wawinereport,Kerloo 2013 Stone Tree Malbec (Wahluke Slope),Malbec,Kerloo
3910,117174,France,"This wine shows a lot of spice and pepper as well as the more usual herbal fruitiness. The ripeness of the grapes gives a wine that is plush, full in the mouth and ready to drink.",La Dilecta,88,20.0,Loire Valley,Touraine,,Roger Voss,@vossroger,Les Vignerons des Coteaux Romanais 2014 La Dilecta Sauvignon Blanc (Touraine),Sauvignon Blanc,Les Vignerons des Coteaux Romanais
3911,127615,US,"Ripe Anjou pear, crisp lime, lemongrass, squeezed tangerine and apple blossom aromas show on this quite delicious and bright wine. There is a sizzling level of acidity throughout the sip, which offers lime, scratched grapefruit skin and tart apple flavors. A racy style done well.",,90,39.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Shale Oak 2014 Viognier (Paso Robles),Viognier,Shale Oak
3912,38393,Chile,"Volatile aromas include pie cherry and red plum. In the mouth, this is choppy and aggressive. Herbal red-fruit flavors are woody but also green, while an herbal, oak-driven finish is brisk and edgy.",Reserva,84,13.0,Colchagua Valley,,,Michael Schachner,@wineschach,Caliterra 2013 Reserva Merlot (Colchagua Valley),Merlot,Caliterra
3913,113222,US,"With all of the fruit coming from Dineen Vineyard, this wine brings aromas of vanilla, herb, cherry and slightly dried-out fruit. It's medium bodied, with cherry flavors on the finish.",,89,60.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Covington 2013 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Covington
3914,4954,Spain,"Melon and almond skin aromas lead to pithy citrus on what amounts to a pretty good bouquet. Round, citrusy and fresh in the mouth, with orange, passion fruit and tropical leanings. Solid and well shaped for a $7 quaffer. 70% Airen and 30% Macabeo.",Protocolo Blanco,86,7.0,Central Spain,Vino de la Tierra de Castilla,,Michael Schachner,@wineschach,Dominio de Eguren 2010 Protocolo Blanco White (Vino de la Tierra de Castilla),White Blend,Dominio de Eguren
3915,81289,France,"Lapierre bottled two versions of this wine, one using no sulfur, one using some sulfur. It makes a fascinating contrast, but this version without sulfur is inevitably the better, not losing one iota of the ripe fruit, the rich cherries and immediately attractive bonbon and candy flavors.",,91,22.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Marcel Lapierre 2006  Morgon,Gamay,Marcel Lapierre
3916,122429,Italy,"Arione shows its Serralunga d'Alba pedigree via classic aromas of black cherry, leather, truffle and rose petal. The palate delivers lush wild-cherry flavors and hints of truffle, mint and the vineyard's hallmark licorice. It's beautifully balanced, with firm but ripe tannins and just enough freshness, and is simply a gorgeous Barolo.",Arione,95,49.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Gigi Rosso 2009 Arione  (Barolo),Nebbiolo,Gigi Rosso
3917,13782,Chile,"Yeasty, melony and smelling like yellow mustard, this Moscato is generally unappealing. Spritzy (but barely) on the palate, it has flavors of canned pineapple and mango, with a cloying finish.",Left Coast,80,7.0,Chile,,,Michael Schachner,@wineschach,flipflop NV Left Coast Moscato (Chile),Moscato,flipflop
